1	4	53	4	105	4	157	4	209	5
2	3	54	4	106	1	158	4	210	1
3	2	55	2	107	4	159	3	211	5
4	5	56	5	108	2	160	4	212	2
5	1	57	5	109	5	161	5	213	2
6	4	58	3	110	2	162	4	214	5
7	5	59	1	111	2	163	2	215	4
8	2	60	3	112	3	164	2	216	3
9	3	61	2	113	2	165	3	217	3
10	2	62	3	114	3	166		218	3
11	4	63	2	115	5	167	4	219	3
12	2	64	1	116	5	168	3	220	4
13	4	65	3	117	1	169	4	221	4
14	4	66	5	118	5	170	5	222	2
15	3	67	2	119	1	171	2	223	1
16	5	68	4	120	3	172	5	224	3
17	4	69	3	121	1	173	1	225	3
18	2	70	3	122	2	174	2	226	
19	3	71	4	123	3	175	4	227	4
20	5	72	2	124	3	176	3	228	3
21	3	73	1	125	2	177	4	229	3
22	5	74	4	126	3	178	3	230	2
23	1	75	1	127	4	179	4	231	2
24	5	76	5	128	2	180	4	232	2
25	3	77	4	129	1	181		233	1
26	4	78	3	130	1	182	2	234	4
27	2	79	1	131	3	183	3	235	3
28	2	80	2	132	4	184	3	236	4
29	2	81	2	133	1	185	5	237	4
30	3	82	3	134	3	186	4	238	3
31	2	83	1	135	5	187	5	239	4
32	4	84	4	136	3	188	5	240	3
33	5	85	3	137	1	189	1	241	
34	3	86	1	138	4	190	5	242	5
35	5	87	2	139	3	191	2	243	4
36	4	88	5	140	5	192	3	244	4
37		89	2	141	1	193	1	245	3
38	2	90	3	142	5	194	2	246	4
39	3	91	3	143	1	195	4	247	4
40	4	92	5	144	2	196	3	248	2
41	2	93	4	145	4	197	2	249	2
42	3	94	3	146		198	1	250	1
43	1	95	4	147	4	199	3	251	2
44	3	96	1	148	3	200	5	252	1
45	3	97	4	149	2	201	2	253	2
46	1	98	5	150	2	202	3	254	3
47	5	99	4	151	2	203	2	255	3
48	4	100	3	152	5	204	4	256	1
49	4	101	1	153	3	205	3	257	1
50	2	102	3	154	5	206	3	258	3
51	3	103	3	155	1	207	4	259	2
52	3	104	1	156	3	208	3	260	3
