1	3	53	3	105	5	157	5	209	1
2	3	54	2	106	4	158	2	210	4
3	4	55	3	107	4	159	5	211	2
4	5	56	5	108	4	160	3	212	1
5	1	57	4	109	4	161	2	213	3
6	3	58	4	110	3	162	4	214	4
7	1	59	4	111	3	163	2	215	4
8	5	60	2	112		164	4	216	3
9	5	61	1	113	4	165	3	217	4
10	4	62	5	114	2	166	1	218	5
11	3	63	2	115		167	3	219	
12	2	64	1	116	3	168	1	220	3
13	3	65	2	117	4	169	5	221	1
14	2	66	4	118		170	1	222	5
15	4	67	1	119	3	171	5	223	5
16	2	68	1	120	1	172	4	224	4
17	5	69	3	121	3	173	4	225	2
18	2	70	1	122	5	174	3	226	4
19		71	2	123	4	175	5	227	2
20	1	72	3	124	3	176	4	228	
21	4	73	3	125	1	177	2	229	4
22	5	74	5	126	5	178	2	230	3
23	1	75	1	127	3	179	3	231	3
24	2	76	2	128	4	180	4	232	5
25	1	77	3	129	5	181	2	233	2
26	2	78	3	130	4	182	3	234	1
27	4	79	4	131	2	183	3	235	3
28	3	80	5	132	5	184	1	236	
29	2	81	2	133	4	185	3	237	3
30	3	82	3	134	4	186	5	238	2
31	4	83	1	135		187	4	239	3
32	3	84	4	136	3	188	5	240	4
33	5	85	3	137	4	189	1	241	4
34	5	86	1	138	2	190	3	242	3
35	3	87	1	139	4	191	2	243	5
36		88	4	140	3	192	1	244	5
37	4	89	3	141	4	193	1	245	2
38	1	90	3	142	4	194	5	246	5
39	4	91	3	143	1	195	2	247	2
40	4	92	4	144	4	196	3	248	3
41	2	93	3	145	1	197	3	249	1
42	4	94	4	146	4	198	4	250	4
43	5	95	2	147	3	199	4	251	2
44	3	96	3	148	2	200	2	252	5
45	2	97	4	149	3	201	3	253	4
46	2	98	4	150	4	202	1	254	1
47	4	99	2	151	3	203	5	255	2
48	3	100	1	152	3	204	5	256	2
49	5	101	2	153	4	205	2	257	1
50	5	102	3	154		206	2	258	3
51	4	103	3	155	4	207	4	259	1
52	2	104	5	156	3	208	1	260	3
