1	2	48	1	95		142	1	189	3
2	2	49	2	96	2	143	1	190	3
3	2	50	1	97	3	144	3	191	3
4	3	51	1	98	1	145	2	192	3
5	2	52	4	99	2	146	1	193	2
6	3	53	1	100	2	147	3	194	4
7	3	54	4	101	3	148	2	195	3
8	3	55	4	102	2	149	3	196	1
9	4	56	3	103	4	150	4	197	2
10	3	57	3	104	4	151	3	198	3
11	4	58	1	105	2	152	1	199	3
12	1	59	3	106	4	153	2	200	1
13	1	60	4	107	4	154	3	201	3
14	1	61	1	108	1	155	3	202	3
15	3	62	3	109	1	156	1	203	4
16	3	63	1	110	3	157	2	204	4
17	1	64	2	111	1	158	3	205	2
18	1	65	4	112	2	159	4	206	
19	2	66	3	113	1	160	2	207	2
20	2	67	2	114	1	161	2	208	3
21	2	68	2	115	4	162	1	209	1
22	2	69	1	116	4	163	2	210	4
23	3	70	2	117	2	164	2	211	4
24	2	71	2	118	4	165	1	212	3
25	3	72	3	119	4	166	4	213	4
26	1	73	1	120	2	167	4	214	3
27	1	74	1	121	1	168	2	215	3
28	4	75	2	122	4	169	2	216	2
29	4	76	1	123	1	170	2	217	3
30	4	77	4	124	1	171	1	218	3
31	2	78	2	125	4	172	3	219	3
32	4	79	4	126	1	173	2	220	
33	2	80	2	127	1	174	3	221	2
34	2	81	1	128	1	175	3	222	4
35	1	82	4	129	3	176	2	223	3
36	1	83	3	130	2	177	3	224	3
37	2	84	4	131	2	178	3	225	3
38	4	85	1	132	4	179	1	226	2
39	1	86	4	133	3	180	2	227	4
40	2	87	2	134	3	181	4	228	3
41	2	88	1	135	3	182	4	229	3
42	4	89	3	136	1	183	4	230	3
43	1	90	4	137	1	184	3	231	2
44	1	91	1	138	2	185	2	232	2
45	1	92	4	139	3	186	4	233	2
46	3	93	4	140	3	187	4	234	1
47	2	94	4	141	1	188	3	235	1
