1	5	53	2	105	4	157	3	209	2
2	5	54	1	106	3	158	3	210	4
3	1	55	3	107	2	159	4	211	5
4	2	56	3	108	4	160	4	212	1
5	4	57	2	109	3	161	3	213	1
6	5	58	5	110	1	162	5	214	4
7	4	59	1	111	2	163	1	215	
8	2	60	2	112	4	164	3	216	4
9	3	61	1	113	1	165	4	217	3
10	4	62	2	114	3	166	5	218	3
11	4	63	3	115	1	167	3	219	3
12	1	64	3	116	2	168	2	220	5
13	1	65	3	117	3	169	4	221	
14	4	66	2	118	1	170	3	222	4
15	1	67	4	119	2	171	1	223	4
16	5	68	3	120	1	172	3	224	5
17	4	69	2	121	4	173	4	225	2
18	4	70	4	122	5	174	2	226	4
19	3	71	4	123	5	175	4	227	5
20	5	72	1	124	2	176		228	1
21	4	73	3	125	2	177	1	229	3
22	4	74	4	126	3	178	2	230	2
23	4	75	2	127	4	179	3	231	2
24	3	76	2	128	3	180	2	232	4
25	2	77	3	129	2	181	4	233	1
26	1	78	2	130	5	182	3	234	4
27	3	79	4	131	5	183	2	235	2
28	2	80	5	132		184	3	236	4
29	2	81	3	133	3	185	1	237	5
30	4	82	4	134	1	186	3	238	4
31	5	83	3	135	2	187	4	239	4
32	2	84	3	136	4	188	4	240	1
33	3	85	4	137	4	189	4	241	4
34	5	86	2	138	1	190	4	242	5
35	1	87	1	139	2	191	3	243	4
36	3	88	3	140	3	192	2	244	3
37	3	89	3	141	4	193	3	245	4
38	3	90	2	142	3	194	3	246	4
39	5	91	1	143	2	195	2	247	2
40	2	92	4	144	5	196		248	1
41	2	93	2	145	2	197	1	249	3
42	5	94	2	146	1	198	2	250	2
43	1	95	4	147	1	199	2	251	2
44	3	96	2	148	4	200	4	252	4
45	5	97	5	149	4	201	3	253	1
46	3	98	3	150	4	202	1	254	5
47	1	99		151	3	203	4	255	4
48	1	100	5	152		204	1	256	4
49	2	101	2	153	4	205	3	257	4
50	5	102	2	154	5	206	2	258	4
51	1	103	4	155	4	207	2	259	4
52	3	104	4	156	4	208	5	260	4
