1	3	53	1	105	1	157	2	209	4
2	2	54	3	106	3	158	4	210	2
3	5	55	2	107	5	159		211	2
4	1	56	4	108	5	160	5	212	4
5	3	57	3	109	1	161	1	213	5
6	2	58		110	3	162	2	214	4
7	2	59	3	111	1	163	2	215	2
8	5	60	3	112	4	164	5	216	2
9	4	61	3	113	4	165		217	3
10	4	62	2	114	2	166	4	218	3
11	4	63	2	115	4	167	1	219	3
12	3	64	3	116	5	168	2	220	3
13	2	65	1	117	5	169	4	221	5
14	4	66	4	118	2	170	3	222	2
15	5	67		119	1	171	3	223	3
16	1	68	4	120	1	172	4	224	3
17	4	69	2	121	3	173	4	225	5
18	5	70	4	122	2	174		226	4
19	2	71	3	123	2	175	4	227	2
20	2	72	4	124	3	176	3	228	1
21	3	73	5	125	5	177	2	229	2
22	4	74	3	126	4	178	4	230	4
23	2	75	4	127	3	179	3	231	1
24	5	76	4	128	4	180	2	232	4
25	4	77	5	129	2	181		233	2
26	3	78	1	130	5	182	5	234	5
27	5	79	2	131	1	183	3	235	5
28	5	80	2	132	5	184	3	236	1
29	5	81	5	133	3	185	2	237	3
30	4	82	2	134	5	186	5	238	3
31	3	83	4	135	4	187	3	239	
32	3	84	5	136	1	188	3	240	3
33	4	85	4	137	1	189	2	241	5
34	3	86	3	138	2	190	3	242	3
35	4	87	2	139	5	191	4	243	3
36	3	88	3	140	1	192	4	244	5
37	5	89	5	141	5	193	4	245	5
38	4	90	4	142	3	194	5	246	3
39	5	91	1	143	3	195	2	247	1
40	3	92	4	144	2	196	4	248	2
41		93	5	145	1	197	2	249	4
42	4	94	4	146	2	198	2	250	3
43	1	95	3	147	3	199	1	251	4
44	5	96	2	148	5	200	5	252	2
45	4	97	2	149	4	201	2	253	2
46	1	98	3	150	1	202	5	254	2
47	3	99	2	151	2	203	1	255	3
48	5	100	4	152	2	204	4	256	2
49	4	101	4	153	2	205	4	257	4
50	3	102	3	154	3	206	1	258	5
51	5	103	1	155	5	207	3	259	3
52	2	104	2	156	2	208	3	260	3
